system,url
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/concurrent/jsr/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/conf/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/conf/path/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/examples/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/exception/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/exception/status/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/extensions/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/file/options/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/fuse/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/grpc/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/grpc/table/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/grpc/table/layout/hive/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/hadoop/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/heartbeat/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/jnifuse/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/jnifuse/constants/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/jnifuse/struct/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/jnifuse/utils/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/job/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/job/meta/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/job/plan/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/job/plan/load/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/job/plan/meta/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/job/plan/migrate/package-tree.html
alluxio,https://docs.alluxio.io/os/javadoc/2.5/alluxio/job/plan/persist/package-tree.html
